"Date","Price","Open","High","Low","Change %"
"Dec 31, 2021","126.10","126.00","126.48","125.83","0.13%"
"Dec 30, 2021","125.94","125.68","126.07","125.40","0.25%"
"Dec 29, 2021","125.63","125.15","125.87","124.98","0.41%"
"Dec 28, 2021","125.12","125.19","125.42","124.92","-0.01%"
"Dec 27, 2021","125.13","124.51","125.28","124.32","0.55%"
"Dec 24, 2021","124.44","124.54","124.82","124.22","-0.05%"
"Dec 23, 2021","124.50","124.04","124.74","123.91","0.43%"
"Dec 22, 2021","123.97","123.53","124.22","123.37","0.41%"
"Dec 21, 2021","123.46","123.33","123.60","123.17","0.15%"
"Dec 20, 2021","123.27","123.01","123.40","122.65","0.20%"
"Dec 17, 2021","123.02","123.70","123.82","122.94","-0.51%"
"Dec 16, 2021","123.65","123.28","124.00","123.19","0.32%"
"Dec 15, 2021","123.25","123.07","123.41","122.81","0.19%"
"Dec 14, 2021","123.02","123.07","123.58","122.87","0.01%"
"Dec 13, 2021","123.01","122.97","123.32","122.65","-0.05%"
"Dec 10, 2021","123.07","122.94","123.24","122.65","0.20%"
"Dec 09, 2021","122.82","123.50","123.68","122.47","-0.51%"
"Dec 08, 2021","123.45","122.75","123.63","122.56","0.61%"
"Dec 07, 2021","122.70","122.56","123.14","122.47","0.14%"
"Dec 06, 2021","122.53","122.93","123.14","122.35","-0.26%"
"Dec 03, 2021","122.85","122.97","123.56","122.71","-0.08%"
"Dec 02, 2021","122.95","122.52","123.11","122.38","0.38%"
"Dec 01, 2021","122.49","123.17","123.57","122.47","-0.49%"
"Nov 30, 2021","123.09","122.98","123.40","122.55","0.13%"
"Nov 29, 2021","122.93","122.67","123.21","122.11","0.29%"
"Nov 26, 2021","122.58","123.24","123.39","122.45","-0.50%"
"Nov 25, 2021","123.20","123.51","123.74","123.19","-0.21%"
"Nov 24, 2021","123.46","123.36","123.65","122.76","0.08%"
"Nov 23, 2021","123.36","123.16","123.53","123.00","0.21%"
"Nov 22, 2021","123.10","122.74","123.44","122.61","0.28%"
"Nov 19, 2021","122.76","123.36","123.54","122.41","-0.46%"
"Nov 18, 2021","123.33","122.86","123.50","122.74","0.40%"
"Nov 17, 2021","122.84","123.48","123.57","122.78","-0.49%"
"Nov 16, 2021","123.45","123.35","123.68","123.00","0.11%"
"Nov 15, 2021","123.31","123.62","123.99","123.31","-0.20%"
"Nov 12, 2021","123.56","123.87","123.97","123.36","-0.22%"
"Nov 11, 2021","123.83","124.08","124.25","123.41","-0.21%"
"Nov 10, 2021","124.09","123.87","124.53","123.60","0.23%"
"Nov 09, 2021","123.81","124.03","124.07","123.39","-0.13%"
