"Date","Price","Open","High","Low","Change %"
"Apr 04, 2017","1.6674","1.6708","1.6749","1.6630","-0.20%"
"Apr 05, 2017","1.6771","1.6672","1.6784","1.6648","0.58%"
"Apr 06, 2017","1.6726","1.6776","1.6805","1.6715","-0.27%"
"Apr 07, 2017","1.6587","1.6724","1.6744","1.6548","-0.83%"
"Apr 10, 2017","1.6545","1.6595","1.6640","1.6530","-0.25%"
"Apr 11, 2017","1.6643","1.6545","1.6677","1.6513","0.59%"
"Apr 12, 2017","1.6619","1.6644","1.6684","1.6573","-0.14%"
"Apr 13, 2017","1.6665","1.6616","1.6683","1.6558","0.28%"
"Apr 14, 2017","1.6690","1.6669","1.6704","1.6649","0.15%"
"Apr 17, 2017","1.6732","1.6697","1.6746","1.6663","0.25%"
"Apr 18, 2017","1.7173","1.6727","1.7277","1.6701","2.64%"
"Apr 19, 2017","1.7232","1.7174","1.7286","1.7173","0.34%"
"Apr 20, 2017","1.7261","1.7232","1.7343","1.7216","0.17%"
"Apr 21, 2017","1.7296","1.7254","1.7304","1.7189","0.20%"
"Apr 24, 2017","1.7273","1.7292","1.7316","1.7166","-0.13%"
"Apr 25, 2017","1.7428","1.7276","1.7495","1.7266","0.90%"
"Apr 26, 2017","1.7489","1.7429","1.7510","1.7378","0.35%"
"Apr 27, 2017","1.7592","1.7491","1.7649","1.7409","0.59%"
"Apr 28, 2017","1.7680","1.7597","1.7724","1.7566","0.50%"
"May 01, 2017","1.7630","1.7689","1.7692","1.7614","-0.28%"
"May 02, 2017","1.7737","1.7631","1.7776","1.7575","0.61%"
"May 03, 2017","1.7665","1.7738","1.7773","1.7644","-0.41%"
"May 04, 2017","1.7767","1.7663","1.7798","1.7625","0.58%"
"May 05, 2017","1.7721","1.7768","1.7857","1.7699","-0.26%"
"May 08, 2017","1.7715","1.7724","1.7774","1.7675","-0.03%"
"May 09, 2017","1.7748","1.7717","1.7799","1.7666","0.19%"
"May 10, 2017","1.7667","1.7748","1.7821","1.7649","-0.46%"
"May 11, 2017","1.7650","1.7672","1.7791","1.7615","-0.10%"
"May 12, 2017","1.7674","1.7645","1.7698","1.7600","0.14%"
"May 15, 2017","1.7576","1.7671","1.7685","1.7563","-0.55%"
"May 16, 2017","1.7575","1.7580","1.7654","1.7527","-0.01%"
"May 17, 2017","1.7643","1.7579","1.7701","1.7538","0.39%"
"May 18, 2017","1.7594","1.7636","1.7824","1.7559","-0.28%"
"May 19, 2017","1.7616","1.7598","1.7714","1.7582","0.13%"
"May 22, 2017","1.7554","1.7575","1.7607","1.7518","-0.35%"
"May 23, 2017","1.7518","1.7554","1.7569","1.7449","-0.21%"
"May 24, 2017","1.7395","1.7515","1.7572","1.7369","-0.70%"
"May 25, 2017","1.7449","1.7389","1.7466","1.7355","0.31%"
"May 26, 2017","1.7216","1.7453","1.7469","1.7192","-1.34%"
"May 29, 2017","1.7276","1.7225","1.7299","1.7196","0.35%"
"May 30, 2017","1.7308","1.7272","1.7376","1.7237","0.19%"
"May 31, 2017","1.7403","1.7307","1.7454","1.7173","0.55%"
"Jun 01, 2017","1.7409","1.7400","1.7433","1.7304","0.03%"
"Jun 02, 2017","1.7373","1.7414","1.7443","1.7364","-0.21%"
"Jun 05, 2017","1.7386","1.7335","1.7468","1.7326","0.07%"
"Jun 06, 2017","1.7371","1.7387","1.7422","1.7323","-0.09%"
"Jun 07, 2017","1.7507","1.7374","1.7530","1.7321","0.78%"
"Jun 08, 2017","1.7497","1.7509","1.7542","1.7416","-0.06%"
"Jun 09, 2017","1.7167","1.7503","1.7510","1.7083","-1.89%"
"Jun 12, 2017","1.6864","1.7138","1.7173","1.6852","-1.77%"
"Jun 13, 2017","1.6889","1.6866","1.6918","1.6793","0.15%"
"Jun 14, 2017","1.6892","1.6887","1.6930","1.6783","0.02%"
"Jun 15, 2017","1.6925","1.6889","1.6997","1.6820","0.20%"
"Jun 16, 2017","1.6880","1.6925","1.6966","1.6874","-0.27%"
"Jun 19, 2017","1.6838","1.6897","1.6966","1.6791","-0.25%"
"Jun 20, 2017","1.6756","1.6833","1.6865","1.6721","-0.49%"
"Jun 21, 2017","1.6896","1.6760","1.6905","1.6728","0.84%"
"Jun 22, 2017","1.6783","1.6894","1.6917","1.6726","-0.67%"
"Jun 23, 2017","1.6873","1.6784","1.6932","1.6765","0.54%"
"Jun 26, 2017","1.6846","1.6887","1.6920","1.6824","-0.16%"
"Jun 27, 2017","1.6916","1.6849","1.6933","1.6835","0.42%"
"Jun 28, 2017","1.6854","1.6917","1.6981","1.6765","-0.37%"
"Jun 29, 2017","1.6915","1.6854","1.6943","1.6845","0.36%"
"Jun 30, 2017","1.6889","1.6915","1.6924","1.6806","-0.15%"
"Jul 03, 2017","1.6828","1.6867","1.6911","1.6792","-0.36%"
"Jul 04, 2017","1.6715","1.6830","1.6860","1.6685","-0.67%"
"Jul 05, 2017","1.6759","1.6710","1.6817","1.6687","0.26%"
"Jul 06, 2017","1.6834","1.6761","1.6837","1.6722","0.45%"
"Jul 07, 2017","1.6600","1.6831","1.6859","1.6565","-1.39%"
"Jul 10, 2017","1.6605","1.6601","1.6667","1.6552","0.03%"
"Jul 11, 2017","1.6592","1.6610","1.6702","1.6580","-0.08%"
"Jul 12, 2017","1.6428","1.6592","1.6678","1.6359","-0.99%"
"Jul 13, 2017","1.6462","1.6429","1.6540","1.6419","0.21%"
"Jul 14, 2017","1.6556","1.6456","1.6612","1.6455","0.57%"
"Jul 17, 2017","1.6577","1.6552","1.6591","1.6496","0.13%"
"Jul 18, 2017","1.6467","1.6578","1.6616","1.6373","-0.66%"
"Jul 19, 2017","1.6410","1.6462","1.6494","1.6372","-0.35%"
"Jul 20, 2017","1.6333","1.6411","1.6448","1.6286","-0.47%"
"Jul 21, 2017","1.6295","1.6334","1.6396","1.6239","-0.23%"
"Jul 24, 2017","1.6298","1.6284","1.6370","1.6273","0.02%"
"Jul 25, 2017","1.6293","1.6297","1.6357","1.6275","-0.03%"
"Jul 26, 2017","1.6330","1.6294","1.6373","1.6274","0.23%"
"Jul 27, 2017","1.6403","1.6333","1.6437","1.6307","0.45%"
"Jul 28, 2017","1.6333","1.6399","1.6449","1.6281","-0.43%"
"Jul 31, 2017","1.6490","1.6319","1.6507","1.6309","0.96%"
"Aug 01, 2017","1.6555","1.6491","1.6583","1.6455","0.39%"
"Aug 02, 2017","1.6623","1.6555","1.6663","1.6549","0.41%"
"Aug 03, 2017","1.6537","1.6617","1.6725","1.6492","-0.52%"
"Aug 04, 2017","1.6494","1.6533","1.6551","1.6449","-0.26%"
"Aug 07, 2017","1.6529","1.6478","1.6566","1.6478","0.21%"
"Aug 08, 2017","1.6456","1.6530","1.6541","1.6411","-0.44%"
"Aug 09, 2017","1.6516","1.6453","1.6537","1.6446","0.36%"
"Aug 10, 2017","1.6536","1.6511","1.6558","1.6471","0.12%"
"Aug 11, 2017","1.6493","1.6535","1.6567","1.6428","-0.26%"
"Aug 14, 2017","1.6493","1.6467","1.6522","1.6454","0.00%"
"Aug 15, 2017","1.6419","1.6496","1.6523","1.6378","-0.45%"
"Aug 16, 2017","1.6268","1.6417","1.6436","1.6246","-0.92%"
"Aug 17, 2017","1.6316","1.6271","1.6328","1.6228","0.30%"
"Aug 18, 2017","1.6206","1.6317","1.6343","1.6137","-0.67%"
"Aug 21, 2017","1.6200","1.6189","1.6259","1.6159","-0.04%"
"Aug 22, 2017","1.6107","1.6201","1.6209","1.6056","-0.57%"
"Aug 23, 2017","1.6071","1.6110","1.6159","1.6043","-0.22%"
"Aug 24, 2017","1.6023","1.6068","1.6088","1.6013","-0.30%"
"Aug 25, 2017","1.6084","1.6026","1.6106","1.6001","0.38%"
"Aug 28, 2017","1.6176","1.6095","1.6181","1.6060","0.57%"
"Aug 29, 2017","1.6165","1.6170","1.6223","1.6123","-0.07%"
"Aug 30, 2017","1.6313","1.6165","1.6335","1.6152","0.92%"
"Aug 31, 2017","1.6139","1.6314","1.6359","1.6113","-1.07%"
"Sep 01, 2017","1.6054","1.6139","1.6162","1.6027","-0.53%"
"Sep 04, 2017","1.6058","1.6072","1.6115","1.6021","0.02%"
"Sep 05, 2017","1.6124","1.6060","1.6171","1.6010","0.41%"
"Sep 06, 2017","1.5945","1.6126","1.6209","1.5852","-1.11%"
"Sep 07, 2017","1.5875","1.5946","1.5977","1.5849","-0.44%"
"Sep 08, 2017","1.6041","1.5869","1.6051","1.5834","1.05%"
"Sep 11, 2017","1.5941","1.6050","1.6056","1.5934","-0.62%"
"Sep 12, 2017","1.6185","1.5940","1.6202","1.5934","1.53%"
"Sep 13, 2017","1.6082","1.6185","1.6216","1.6074","-0.64%"
